,Movie Name,Audience Score,AUDIENCE SCORE reviews,Tomatometer Score,TOMATOMETER reviews,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),box office,Runtime,Distributor,MOVIE INFO
1747,THE QUINTESSENTIAL QUINTUPLETS MOVIE,97%,100+ Verified Ratings,--,THE QUINTESSENTIAL QUINTUPLETS MOVIE,"Romance, Comedy, Anime",Japanese,Masato Jinbo,,Keiichiro Ochi,"Dec 2, 2022  Limited",,,2h 15m,Crunchyroll,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what's next. Is there a future with one of them and Futaro?"
1748,THE QUIET EPIDEMIC,--,0 Ratings,--,THE QUIET EPIDEMIC,Documentary,English,"Winslow Crane-Murdoch, Lindsay Keys","Chris Hegedus, Lindsay Keys, Daria Lombroso",,"Dec 2, 2022  Limited",,,1h 42m,First Run Features,"After years of living with mysterious symptoms, a young girl from Brooklyn and a Duke University scientist are diagnosed with a disease said to not exist: Chronic Lyme disease. The Quiet Epidemic follows their search for answers, which lands them in the middle of a vicious medical debate. What begins as a patient story evolves into an investigation into the history of Lyme disease, dating back to its discovery in 1975. A paper trail of suppressed scientific research, and buried documents reveals why ticks -- and the diseases they carry -- have been allowed to quietly spread around the globe."
1749,TWISTED,97%,Fewer than 50 Ratings,--,TWISTED,Mystery & Thriller,English,Vibeke Muasya,Lene Børglum,"Vibeke Muasya, Vibeke Muasya, Nikolaj Scherfig","Dec 2, 2022  Limited",,,1h 27m,Alarm Pictures,"A young woman seeks independence from her protective mother, only to be questioning her own sanity when newfound friends die, and her mother suggests Hannah is the cause of their death."
1750,FOOD AND ROMANCE,--,Fewer than 50 Ratings,100%,FOOD AND ROMANCE,"Romance, Comedy, Drama",Swedish,Annika Appelin,"Jessica Ask, Åsa Karlsson",Anna Fredriksson,"Dec 2, 2022  Limited","Dec 2, 2022",,1h 41m,Samuel Goldwyn Films,"A sudden change forces Karin to re-evaluate her life. With the help of friends, food and passion she refuses to accept that life has an expiration date and takes the second chance she is given."
1751,FRAMING AGNES,--,0 Ratings,76%,FRAMING AGNES,"Documentary, Lgbtq+",English,Chase Joynt,"Samantha Curley, Shant Joshi, Chase Joynt","Chase Joynt, Morgan M. Page, Chase Joynt, Morgan M. Page","Dec 2, 2022  Limited","Jan 31, 2023",,1h 15m,Kino Lorber,"The pseudonymous Agnes was a pioneering transgender woman who participated in an infamous gender health study conducted at UCLA in the 1960s. Her clever use of the study to gain access to gender-affirming healthcare led to her status as a fascinating and celebrated figure in trans history. In this innovative cinematic exercise that blends fiction and nonfiction, director Chase Joynt (No Ordinary Man) uses Agnes's story, along with others unearthed in long-shelved case files, to widen the frame through which trans history is viewed. Through a collaborative practice of reimagination, an all-star cast of trans performers, artists, and thinkers -- including Angelica Ross (Pose), Jen Richards (Mrs. Fletcher), and Zackary Drucker (Transparent) -- take on vividly rendered, impeccably vintage reenactments, bringing to life groundbreaking artifacts of trans history. This collective reclamation breaks down the myth of isolation among transgender history-makers, breathing new life into a lineage of collaborators and conspirators who have been forgotten for far too long."
1752,AMIGO,--,0 Ratings,100%,AMIGO,"Mystery & Thriller, Comedy",Spanish (Spain),Óscar Martín,Elena Muñoz,"Óscar Martín, Javier Botet, David Pareja","Dec 2, 2022  Limited",,,1h 23m,Dekanalog,"Following a car accident that kills his wife and leaves his best friend David (David Pareja) with nothing but a scratch, Javi (Javier Botet, REC, Crimson Peak) is left bedridden. His body bears deep gashes, his lungs are filled with fluid that make talking painful and near impossible, his legs are inoperable. From scene one, we see the dynamic at play between the two survivors. David carries Javi into the house. They are fresh from the hospital, and David assures Javi that he will be there to care for him. But... something is not right. Javi does not want David's help. David starts noticing things out of place. He starts suspecting Javi of gaslighting him, despite the fact that Javi can barely move of his own volition. In a series of torturous scenes, the power dynamic settles into a disquieting groove. Reaching an aching fever pitch...."
1753,LOWNDES COUNTY AND THE ROAD TO BLACK POWER,--,Fewer than 50 Ratings,100%,LOWNDES COUNTY AND THE ROAD TO BLACK POWER,"Documentary, History",English,"Geeta Gandbhir, Samuel D. Pollard","Jessica Devaney, Anya Rous, Dema Paxton Fofang",Dema Paxton Fofang,"Dec 2, 2022  Limited","Dec 2, 2022",,1h 29m,Greenwich Entertainment,"In the mid-1960s, Lowndes County, Alabama had zero registered Black voters despite an 80% Black population. Through first person accounts and searing archival footage, this documentary chronicles the citizens' movement and young Student Nonviolent Coordinating Committee (SNCC) organizers led by Stokely Carmichael who risked their lives for Black voting rights."
1754,HASHTAG BLESSED: THE MOVIE,--,0 Ratings,--,HASHTAG BLESSED: THE MOVIE,"Kids & Family, Holiday, Drama, Romance",English,Stephanie McBain,"Dalea Faulkner, Martina Webster",Dalea Faulkner,"Dec 2, 2022  Limited","Dec 9, 2022",,1h 30m,Entertainment Squad,"It’s Christmastime and Jessi is all but excited. She finds herself with comparisonitis in the world of social media. Other women her age just seem to “have it all”, including that engagement ring. Jessi finds herself frustrated over her job at the local movie theater, still struggling with the loss of her parents, and drowning in student loan debt. Her Grandma and friends seem to be concerned for her health and well being, and only want Jessi to be happy. Will Jessi ever see the love that is right in front of her? Will she continue down her dark path of negativity and struggle, or will the magic of Christmas shine light on her future?"
1755,ALMIGHTY ZEUS,--,0 Ratings,--,ALMIGHTY ZEUS,"Action, Drama, Sports",English,Chris Soriano,"Julian Brantley, Luis Jorge Rios",Chris Soriano,"Dec 2, 2022  Limited",,,1h 55m,TriCoast Worldwide,"When an old Asian man is attacked and sprayed with hand sanitizer, a young boxer knocks out the aggressor. This turns him into a viral star which gets the attention of the Middleweight champion, who decides to challenge the young boxer in the ring to an unorthodox boxing match in a COVID-19 pandemic."
1756,RENEGADES,--,0 Ratings,--,RENEGADES,"Action, Crime, Drama, Mystery & Thriller",English (United Kingdom),Daniel Zirilli,Jonathan Sothcott,"Tom Jolliffe, Jonathan Sothcott","Dec 2, 2022  Limited","Dec 6, 2022",,1h 31m,Saban Films,"When Veteran Green Beret Carver (Lee Majors) is murdered by a drug gang controlled by Goram (Louis Mandylor) that has been threatening his daughter (Patsy Kensit), his old Special Forces comrades (Nick Moran, Ian Ogilvy, Billy Murray, Paul Barber) reunite to seek revenge, aided by the enigmatic Sanchez (Danny Trejo). As these Renegades dispense their own brand of justice on the mean streets of London with the police (Jeanine Nerissa Sothcott) hot on their trail, they must use every trick in their war hero playbook to stay one step ahead of the sinister gang."
1757,REFLECTIONS OF A BROKEN MEMORY,--,Fewer than 50 Ratings,--,REFLECTIONS OF A BROKEN MEMORY,Drama,English,Marco Bazzi,Marco Bazzi,Marco Bazzi,"Dec 2, 2022  Limited",,,1h 20m,Indican Pictures,"Under the guidance of a clinical therapist, a detective leads a suspect into his unconscious to unlock the forgotten memories that caused him to lose touch with reality."
1758,BLACK PANTHER: WAKANDA FOREVER,94%,"10,000+ Verified Ratings",84%,BLACK PANTHER: WAKANDA FOREVER,"Action, Adventure, Fantasy",English,Ryan Coogler,"Kevin Feige, Nate Moore","Ryan Coogler, Joe Robert Cole","Nov 11, 2022  Wide",,$367.5M,2h 41m,Walt Disney Pictures,"In Marvel Studios' ""Black Panther: Wakanda Forever,"" Queen Ramonda (Angela Bassett), Shuri (Letitia Wright), M'Baku (Winston Duke), Okoye (Danai Gurira) and the Dora Milaje (including Florence Kasumba) fight to protect their nation from intervening world powers in the wake of King T'Challa's death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia (Lupita Nyong'o) and Everett Ross (Martin Freeman) and forge a new path for the kingdom of Wakanda."
1759,STRANGE WORLD,65%,500+ Verified Ratings,75%,STRANGE WORLD,"Kids & Family, Comedy, Adventure, Fantasy, Animation, Action",English,"Don Hall, Qui Nguyen",Roy Conli,Qui Nguyen,"Nov 23, 2022  Wide",,$18.9M,1h 42m,Walt Disney Pictures,"Walt Disney Animation Studios' original action-packed adventure ""Strange World"" introduces a legendary family of explorers, the Clades, as they attempt to navigate an uncharted, treacherous land alongside a motley crew that includes a mischievous blob, a three-legged dog and a slew of ravenous creatures."
1760,DEVOTION,92%,500+ Verified Ratings,82%,DEVOTION,"War, History, Drama, Action",English,"J.D. Dillard, Erik Messerschmidt, Billy Fox, Deirdra Elizabeth Govan","Thad Luckinbill, Trent Luckinbill, Molly Smith, Rachel Smith","Jonathan C. Stewart, Jake Crane, Jonathan A. H. Stewart","Nov 23, 2022  Wide",,$9.0M,2h 19m,Columbia Pictures,"Devotion, an aerial war epic based on the bestselling book of the same name, tells the harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen."
1761,THE MENU,78%,"1,000+ Verified Ratings",89%,THE MENU,"Horror, Mystery & Thriller, Comedy",English,Mark Mylod,"Adam McKay, Betsy Koch, Will Ferrell","Seth Reiss, Will Tracy","Nov 18, 2022  Wide",,$18.9M,1h 47m,Searchlight Pictures,"A couple (Anya Taylor-Joy and Nicholas Hoult) travels to a coastal island to eat at an exclusive restaurant where the chef (Ralph Fiennes) has prepared a lavish menu, with some shocking surprises."
1762,BLACK ADAM,89%,"5,000+ Verified Ratings",39%,BLACK ADAM,"Action, Adventure, Fantasy",English,Jaume Collet-Serra,"Beau Flynn, Hiram Garcia, Dwayne Johnson, Dany Garcia","Adam Sztykiel, Rory Haines, Sohrab Noshirvani","Oct 21, 2022  Wide","Nov 22, 2022",$162.8M,2h 5m,Warner Bros. Pictures,"Nearly 5,000 years after he was bestowed with the almighty powers of the ancient gods--and imprisoned just as quickly--Black Adam (Dwayne Johnson) is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world."
1763,THE FABELMANS,82%,500+ Verified Ratings,91%,THE FABELMANS,Drama,English,Steven Spielberg,"Kristie Macosko Krieger, Steven Spielberg, Tony Kushner","Steven Spielberg, Tony Kushner","Nov 23, 2022  Wide",,$3.5M,2h 31m,Universal Pictures,"Young Sammy Fabelman falls in love with movies after his parents take him to see ""The Greatest Show on Earth."" Armed with a camera, Sammy starts to make his own films at home, much to the delight of his supportive mother."
1764,BONES AND ALL,61%,100+ Verified Ratings,82%,BONES AND ALL,"Mystery & Thriller, Romance, Drama",English,Luca Guadagnino,"Luca Guadagnino, Theresa Park, Marco Morabito, David Kajganich, Francesco Melzi d'Eril, Lorenzo Mieli, Gabriele Moratti, Peter Spears, Timothée Chalamet",David Kajganich,"Nov 23, 2022  Wide",,$3.8M,2h 10m,United Artists Releasing,"BONES AND ALL is a story of first love between Maren, a young woman learning how to survive on the margins of society, and Lee, an intense and disenfranchised drifter; a liberating road odyssey of two young people coming into their own, searching for identity and chasing beauty in a perilous world that cannot abide who they are."
1765,TICKET TO PARADISE,87%,"2,500+ Verified Ratings",57%,TICKET TO PARADISE,"Romance, Comedy",English,Ol Parker,"Tim Bevan, Eric Fellner, Sarah Harvey, Deborah Balderstone","Ol Parker, Daniel Pipski","Oct 21, 2022  Wide","Dec 9, 2022",$65.1M,1h 44m,Universal Pictures,"Academy Award® winners George Clooney and Julia Roberts reunite on the big screen as exes who find themselves on a shared mission to stop their lovestruck daughter from making the same mistake they once made. From Working Title, Smokehouse Pictures and Red Om Films, Ticket to Paradise is a romantic comedy about the sweet surprise of second chances."
1766,SHE SAID,91%,250+ Verified Ratings,87%,SHE SAID,Drama,English,Maria Schrader,"Dede Gardner, Jeremy Kleiner",Rebecca Lenkiewicz,"Nov 18, 2022  Wide",,$4.3M,2h 9m,Universal Pictures,"Two-time Academy Award® nominee Carey Mulligan (Promising Young Woman, An Education) and Zoe Kazan (The Plot Against America limited series, The Big Sick) star as New York Times reporters Megan Twohey and Jodi Kantor, who together broke one of the most important stories in a generation--a story that helped propel the #Metoo movement, shattered decades of silence around the subject of sexual assault in Hollywood and altered American culture forever."
1767,"LYLE, LYLE, CROCODILE",93%,"1,000+ Verified Ratings",73%,"LYLE, LYLE, CROCODILE","Kids & Family, Musical, Comedy, Animation",English,"Will Speck, Josh Gordon","Hutch Parker, Will Speck, Josh Gordon",Will Davies,"Oct 7, 2022  Wide",,$45.2M,1h 46m,Columbia Pictures,"When the Primm family (Constance Wu, Scoot McNairy, Winslow Fegley) moves to New York City, their young son Josh struggles to adapt to his new school and new friends. All of that changes when he discovers Lyle - a singing crocodile (Shawn Mendes) who loves baths, caviar and great music-living in the attic of his new home. The two become fast friends, but when Lyle's existence is threatened by evil neighbor Mr. Grumps (Brett Gelman), the Primm's must band together with Lyle's charismatic owner, Hector P. Valenti (Javier Bardem), to show the world that family can come from the most unexpected places and there's nothing wrong with a big singing crocodile with an even bigger personality."
1768,SMILE,77%,"2,500+ Verified Ratings",79%,SMILE,"Horror, Mystery & Thriller",English,Parker Finn,"Marty Bowen, Wyck Godfrey, Isaac Klausner, Robert Salerno",Parker Finn,"Sep 30, 2022  Wide","Nov 15, 2022",$105.5M,1h 56m,Paramount Pictures,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter (Sosie Bacon) starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality."
